"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","PCT_ASIAN","PCT_NATIVE","PCT_BLACK","PCT_HISPANIC","PCT_MULTI","PCT_WHITE","PCT_ED","PCT_SWD","PCT_LEP"
"2023","SCHOOL","7320194","First District RESA","732","Tattnall County","Tattnall County High School","0194","1.2",".2","24.1","20.6","3.9","50",34.7,14.3,5.6
"2024","SCHOOL","7320194","First District RESA","732","Tattnall County","Tattnall County High School","0194","1.3",".1","22.5","21.4","3.8","51",65.7,14,7.1
"2025","SCHOOL","7320194","First District RESA","732","Tattnall County","Tattnall County High School","0194","1.2","0","25.2","21","3.1","49.5",57.3,15.2,7.9
"2018","SCHOOL","7320201","First District RESA","732","Tattnall County","Glennville Middle School","0201","1","0","25","14","4","56",39.8,13,4
"2019","SCHOOL","7320201","First District RESA","732","Tattnall County","South Tattnall Middle School","0201","2","0","28","14","4","52",40.2,15,7
"2020","SCHOOL","7320201","First District RESA","732","Tattnall County","South Tattnall Middle School","0201","2","0","27","15","5","50",41.5,17,9
"2021","SCHOOL","7320201","First District RESA","732","Tattnall County","South Tattnall Middle School","0201","2","0","27","15","3","52",46.9,17.8,7
"2022","SCHOOL","7320201","First District RESA","732","Tattnall County","South Tattnall Middle School","0201","1.2","0","26.5","14.5","3.7","54.2",38.2,16.7,7.8
"2023","SCHOOL","7320201","First District RESA","732","Tattnall County","South Tattnall Middle School","0201",".7",".5","25.4","15.9","3.6","53.9",41,16.9,9.7
"2024","SCHOOL","7320201","First District RESA","732","Tattnall County","South Tattnall Middle School","0201",".7","0","26.5","18","3.9","51",70.9,18.4,11.2
"2025","SCHOOL","7320201","First District RESA","732","Tattnall County","South Tattnall Middle School","0201",".7","0","24.6","17.2","4.7","52.8",58.6,18.2,10.8
"2018","SCHOOL","7320301","First District RESA","732","Tattnall County","Collins Elementary/Middle School","0301","0","0","21","15","2","62",50.2,11,8
"2019","SCHOOL","7320301","First District RESA","732","Tattnall County","Collins Elementary School","0301","0","0","20","15","3","63",46.5,13,7
"2020","SCHOOL","7320301","First District RESA","732","Tattnall County","Collins Elementary School","0301","0","0","21","18","3","58",46.2,13.4,8
"2021","SCHOOL","7320301","First District RESA","732","Tattnall County","Collins Elementary School","0301","0","0","18","14","1","66",45.5,13.5,6
"2022","SCHOOL","7320301","First District RESA","732","Tattnall County","Collins Elementary School","0301","0","0","21.5","12.2","5.5","60.8",43.2,13.9,4.6
"2018","SCHOOL","7320401","First District RESA","732","Tattnall County","Collins Middle School","0401","1","0","15","15","1","69",46,11,1
"2018","SCHOOL","7320501","First District RESA","732","Tattnall County","Glennville Elementary School","0501","1","0","28","16","5","50",50.1,14,11
"2019","SCHOOL","7320501","First District RESA","732","Tattnall County","Glennville Elementary School","0501","1","0","28","16","4","52",50.5,13,10
"2020","SCHOOL","7320501","First District RESA","732","Tattnall County","Glennville Elementary School","0501","1","0","28","15","4","52",45.3,13.2,10
"2021","SCHOOL","7320501","First District RESA","732","Tattnall County","Glennville Elementary School","0501","1","0","27","16","4","51",48.7,12.1,9
"2022","SCHOOL","7320501","First District RESA","732","Tattnall County","Glennville Elementary School","0501","1",".1","26.1","16.1","4","52.7",41.3,15.6,10.2
"2018","SCHOOL","7320601","First District RESA","732","Tattnall County","Reidsville Elementary School","0601","0","0","24","26","3","46",55.2,15,18
"2019","SCHOOL","7320601","First District RESA","732","Tattnall County","Reidsville Elementary School","0601","1","0","24","25","6","44",50.9,16,16
"2020","SCHOOL","7320601","First District RESA","732","Tattnall County","Reidsville Elementary School","0601","1","0","24","24","6","44",48.6,14.2,13
"2021","SCHOOL","7320601","First District RESA","732","Tattnall County","Reidsville Elementary School","0601","1","0","25","27","5","42",55.6,14.7,13
"2022","SCHOOL","7320601","First District RESA","732","Tattnall County","Reidsville Elementary School","0601","1.4","0","23.8","26.7","5","43.1",49.1,16.9,12.5
"2023","SCHOOL","7320602","First District RESA","732","Tattnall County","North Tattnall Elementary School","0602","1.1","0","22.7","23.3","5.6","47.2",52.6,14.8,10.9
"2024","SCHOOL","7320602","First District RESA","732","Tattnall County","North Tattnall Elementary School","0602",".8","0","22.8","22.6","8","45.8",78.1,16.6,9.4
"2025","SCHOOL","7320602","First District RESA","732","Tattnall County","North Tattnall Elementary School","0602",".8","0","22.5","21.9","7.5","47.4",73.2,16.3,9.5
"2023","SCHOOL","7320603","First District RESA","732","Tattnall County","South Tattnall Elementary School","0603",".4","0","27.3","15.1","5.9","51.3",45.6,15.5,9.5
"2024","SCHOOL","7320603","First District RESA","732","Tattnall County","South Tattnall Elementary School","0603",".2","0","22.1","20.9","5.6","51.1",74.3,18,9.9
"2025","SCHOOL","7320603","First District RESA","732","Tattnall County","South Tattnall Elementary School","0603",".4","0","21.5","22.9","5.8","49.4",65.5,18.8,10.6
"2018","DISTRICT","733","Chattahoochee-Flint RESA","733","Taylor County","Taylor County","733","1","0","40","3","1","55",47.8,12,0
"2019","DISTRICT","733","Chattahoochee-Flint RESA","733","Taylor County","Taylor County","733","1.0","0.0","40.0","3.0","1.0","55.0",47.8,12,0
"2020","DISTRICT","733","Chattahoochee-Flint RESA","733","Taylor County","Taylor County","733","1.0","0.0","40.0","3.0","3.0","54.0",45.8,12.9,0
"2021","DISTRICT","733","Chattahoochee-Flint RESA","733","Taylor County","Taylor County","733","1","0","41","3","3","53",50.4,14.7,0
"2022","DISTRICT","733","Chattahoochee-Flint RESA","733","Taylor County","Taylor County","733","1",".1","41.2","3.5","3.4","50.8",41.8,14.4,0.3
"2023","DISTRICT","733","Chattahoochee-Flint RESA","733","Taylor County","Taylor County","733",".9",".1","40.1","3.9","3.7","51.2",46.3,16,0.2
"2024","DISTRICT","733","Chattahoochee-Flint RESA","733","Taylor County","Taylor County","733","1.2",".1","41.4","2.8","3.7","50.8",74.9,17.5,0.3
"2025","DISTRICT","733","Chattahoochee-Flint RESA","733","Taylor County","Taylor County","733",".8",".1","42.1","3","4.1","49.9",70.4,16.5,0.3
"2018","SCHOOL","7330104","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Primary School","0104","0","0","46","2","3","49",52.6,10,0
"2019","SCHOOL","7330104","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Primary School","0104","0","0","42","2","2","53",57.1,10,0
"2020","SCHOOL","7330104","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Primary School","0104","0","0","46","3","6","45",56.9,14.5,0
"2021","SCHOOL","7330104","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Primary School","0104","0","0","44","2","5","49",60.6,16.4,0
"2022","SCHOOL","7330104","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Primary School","0104","1","0","43.1","2.4","5.2","48.3",47.5,18.3,0
"2023","SCHOOL","7330104","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Primary School","0104",".7","0","40.4","2.7","4.8","51.4",53,19.5,0
"2024","SCHOOL","7330104","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Primary School","0104",".7","0","40.5","2.9","4.7","51.3",83.5,20.8,0
"2025","SCHOOL","7330104","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Primary School","0104",".4",".4","38.6","2.8","4.9","53",77.1,15.4,0
"2018","SCHOOL","7330105","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Upper Elementary School","0105","1","0","42","3","1","53",41.9,11,0
"2019","SCHOOL","7330105","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Upper Elementary School","0105","1","0","45","2","1","51",52.5,11,0
"2020","SCHOOL","7330105","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Upper Elementary","0105","0","0","43","2","4","51",51.2,12.4,0
"2021","SCHOOL","7330105","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Upper Elementary","0105","0","0","44","3","4","49",55.1,13.9,0
"2022","SCHOOL","7330105","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Upper Elementary","0105",".3","0","43.1","5.9","2.4","48.3",49.3,13.8,0.3
"2023","SCHOOL","7330105","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Elementary","0105",".7","0","41.7","4.7","3.6","49.3",50.4,16.7,0.4
"2024","SCHOOL","7330105","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Elementary","0105","1.2","0","38.8","2.4","3.1","54.5",75.7,18.8,0.4
"2025","SCHOOL","7330105","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Elementary","0105","1.2","0","41.9","2.3","4.3","50.4",71.3,19,0
"2021","SCHOOL","7330107","Chattahoochee-Flint RESA","733","Taylor County","Georgia Center","0107","0","0","49","5","3","43",100,56.8,0
"2018","SCHOOL","7330201","Chattahoochee-Flint RESA","733","Taylor County","Taylor County High School","0201","1","0","38","2","0","59",31.4,9,1
"2019","SCHOOL","7330201","Chattahoochee-Flint RESA","733","Taylor County","Taylor County High School","0201","1","0","38","2","0","58",33.4,10,1
"2020","SCHOOL","7330201","Chattahoochee-Flint RESA","733","Taylor County","Taylor County High School","0201","1","0","34","3","1","61",30.6,9.5,1
"2021","SCHOOL","7330201","Chattahoochee-Flint RESA","733","Taylor County","Taylor County High School","0201","2","0","34","2","2","61",37.6,11,1
"2022","SCHOOL","7330201","Chattahoochee-Flint RESA","733","Taylor County","Taylor County High School","0201","2.3",".3","37.5","2.9","1.6","55.5",30.3,11.2,0.8
"2023","SCHOOL","7330201","Chattahoochee-Flint RESA","733","Taylor County","Taylor County High School","0201","1.8",".3","36.9","3.7","2.6","54.7",39.2,13.4,0.3
"2024","SCHOOL","7330201","Chattahoochee-Flint RESA","733","Taylor County","Taylor County High School","0201","1.8",".3","41.9","3.1","3.4","49.5",67.4,15.9,0.3
"2025","SCHOOL","7330201","Chattahoochee-Flint RESA","733","Taylor County","Taylor County High School","0201",".8","0","43.4","3.3","4.1","48.4",62.6,14.8,0.3
"2018","SCHOOL","7330205","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Middle School","0205","1","0","35","1","1","62",33.3,10,0
"2019","SCHOOL","7330205","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Middle School","0205","3","1","32","2","2","62",41.2,13,1
"2020","SCHOOL","7330205","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Middle School","0205","4","1","34","3","2","58",36,10,1
"2021","SCHOOL","7330205","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Middle School","0205","1","0","42","3","3","51",47.4,13.6,0
"2022","SCHOOL","7330205","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Middle School","0205","0","0","42.4","2.9","4.9","49.8",43.8,15.2,0
"2023","SCHOOL","7330205","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Middle School","0205","0","0","42.7","4.8","4.1","48.5",45.5,15.4,0
"2024","SCHOOL","7330205","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Middle School","0205",".7","0","44.2","2.6","3.7","48.7",76.4,15.2,0.7
"2025","SCHOOL","7330205","Chattahoochee-Flint RESA","733","Taylor County","Taylor County Middle School","0205",".8","0","44.4","3.5","3.1","48.3",73.1,17.8,0.8
"2018","DISTRICT","734","Heart of Georgia RESA","734","Telfair County","Telfair County","734","0","0","40","7","4","49",50.5,10,3
"2019","DISTRICT","734","Heart of Georgia RESA","734","Telfair County","Telfair County","734","0.0","0.0","40.0","7.0","4.0","49.0",50.5,10,3
"2020","DISTRICT","734","Heart of Georgia RESA","734","Telfair County","Telfair County","734","0.0","0.0","40.0","7.0","4.0","48.0",49.3,11.4,3
"2021","DISTRICT","734","Heart of Georgia RESA","734","Telfair County","Telfair County","734","1","0","38","8","4","50",54.4,10.9,3
"2022","DISTRICT","734","Heart of Georgia RESA","734","Telfair County","Telfair County","734",".7",".1","39.1","8.5","4.4","47.2",48.3,11.4,3.7
"2023","DISTRICT","734","Heart of Georgia RESA","734","Telfair County","Telfair County","734",".9",".1","38.7","8.7","4.9","46.8",52.9,13,4.2
"2024","DISTRICT","734","Heart of Georgia RESA","734","Telfair County","Telfair County","734",".8",".1","39.3","9.1","4.6","46.1",76.4,12.3,4.7
"2025","DISTRICT","734","Heart of Georgia RESA","734","Telfair County","Telfair County","734",".7","0","38.8","8.2","5.6","46.7",70.8,12.9,3.7
"2018","SCHOOL","7340101","Heart of Georgia RESA","734","Telfair County","Telfair County Middle School","0101","0","0","37","7","3","53",51.3,12,2
"2019","SCHOOL","7340101","Heart of Georgia RESA","734","Telfair County","Telfair County Middle School","0101","0","0","42","7","2","48",52.8,11,2
"2020","SCHOOL","7340101","Heart of Georgia RESA","734","Telfair County","Telfair County Middle School","0101","1","0","42","8","2","47",48.8,12.9,3
"2021","SCHOOL","7340101","Heart of Georgia RESA","734","Telfair County","Telfair County Middle School","0101","1","0","40","8","3","47",55.8,10.5,4
"2022","SCHOOL","7340101","Heart of Georgia RESA","734","Telfair County","Telfair County Middle School","0101","1.3","0","36.6","8.8","5.3","48.1",49.6,13.5,5
"2023","SCHOOL","7340101","Heart of Georgia RESA","734","Telfair County","Telfair County Middle School","0101","1.1",".3","37","9.6","6.1","46",53.1,14.9,5.1
"2024","SCHOOL","7340101","Heart of Georgia RESA","734","Telfair County","Telfair County Middle School","0101",".5","0","35.8","10.8","4.9","48",76.7,10.8,6.2
"2025","SCHOOL","7340101","Heart of Georgia RESA","734","Telfair County","Telfair County Middle School","0101",".8","0","34.1","10.3","5.6","49.2",71.5,11.4,4.8
"2018","SCHOOL","7340104","Heart of Georgia RESA","734","Telfair County","Telfair County Elementary School","0104","1","0","42","8","4","46",59.8,9,5
"2019","SCHOOL","7340104","Heart of Georgia RESA","734","Telfair County","Telfair County Elementary School","0104","1","0","37","10","4","47",58,10,6
"2020","SCHOOL","7340104","Heart of Georgia RESA","734","Telfair County","Telfair County Elementary","0104","0","0","37","9","5","48",57.5,11.4,5
"2021","SCHOOL","7340104","Heart of Georgia RESA","734","Telfair County","Telfair County Elementary","0104","0","0","36","9","4","51",61.3,10.2,5
"2022","SCHOOL","7340104","Heart of Georgia RESA","734","Telfair County","Telfair County Elementary","0104",".5","0","38.4","8.7","5.2","47.2",55.5,10,4.7
"2023","SCHOOL","7340104","Heart of Georgia RESA","734","Telfair County","Telfair County Elementary","0104",".8","0","36.7","8.5","5.6","48.4",59.2,11,4.8
"2024","SCHOOL","7340104","Heart of Georgia RESA","734","Telfair County","Telfair County Elementary","0104",".8","0","39.7","7.9","5.6","45.9",81.3,11.7,5
"2025","SCHOOL","7340104","Heart of Georgia RESA","734","Telfair County","Telfair County Elementary","0104",".4","0","40.6","6.7","6.2","46.1",76.1,13,3.4
"2018","SCHOOL","7340201","Heart of Georgia RESA","734","Telfair County","Telfair County High School","0201","0","0","42","3","3","52",38.6,7,1
"2019","SCHOOL","7340201","Heart of Georgia RESA","734","Telfair County","Telfair County High School","0201","0","0","40","4","4","52",35.5,8,0
"2020","SCHOOL","7340201","Heart of Georgia RESA","734","Telfair County","Telfair County High School","0201","0","0","41","5","3","51",36.4,10.4,0
"2021","SCHOOL","7340201","Heart of Georgia RESA","734","Telfair County","Telfair County High School","0201","0","0","39","6","3","51",42.7,12,1
"2022","SCHOOL","7340201","Heart of Georgia RESA","734","Telfair County","Telfair County High School","0201",".5",".5","41.2","7.7","2.7","47.5",36.2,11.8,0.9
"2023","SCHOOL","7340201","Heart of Georgia RESA","734","Telfair County","Telfair County High School","0201",".9",".2","43","7.9","2.8","45.3",41.4,14.1,2.5
"2024","SCHOOL","7340201","Heart of Georgia RESA","734","Telfair County","Telfair County High School","0201","1.2",".2","39.5","8.9","3.1","47",65.7,13.3,2.7
"2025","SCHOOL","7340201","Heart of Georgia RESA","734","Telfair County","Telfair County High School","0201","1.2","0","38.4","8.4","4.9","47",60.3,13.1,3.4
"2019","SCHOOL","7340202","Heart of Georgia RESA","734","Telfair County","Telfair Alternative Preparation School","0202","0","0","59","0","5","36",63.6,18,0
"2020","SCHOOL","7340202","Heart of Georgia RESA","734","Telfair County","Telfair Alternative Preparation School","0202","5","0","68","5","5","16",57.9,10.5,0
"2021","SCHOOL","7340202","Heart of Georgia RESA","734","Telfair County","Telfair Alternative Preparation School","0202","0","0","70","0","0","30",50,30,0
"2022","SCHOOL","7340202","Heart of Georgia RESA","734","Telfair County","Telfair Alternative Preparation School","0202","0","0","51","12.2","0","36.7",23.5,12.2,2
